Soma Surface,Number of Stems,Number of Bifurcations,Number of Branches,Overall Width,Overall Height,Overall Depth,Average Diameter,Total Length,Total Surface,Total Volume,Max Euclidean Distance,Max Path Distance,Max Branch Order,Average Contraction,Total Fragmentation,Partition Asymmetry,Average Rall's Ratio,Average Bifurcation Angle Local,Average Bifurcation Angle Remote,Fractal Dimension,Category
250317.8481,1,5,11,25.15,70.17,0,0.25,158.27,124.312,7.773,75.69,84.09,4,0.95,209,0.4,2,30.32,38.25,1.02,131
2336.052,7,77,161,440.19,1255.47,352.48,0.43,18854.5,25877.32,3730.593,864.98,1282.13,14,0.91,13799,0.44,1.89,71.12,61.13,1.02,142
303.752,8,5,18,48.54,130.73,17.42,0.52,422.3,707.142,168.833,80.06,81.63,1,0.92,152,0,2,46.85,56.73,1.03,144
250317.8481,2,11,24,163,329.23,0,0.25,693.61,544.762,34.053,286.76,504.17,8,0.93,479,0.5,2,30.26,87.75,1.02,131
219.552,3,3,9,8.52,240.72,22,1.63,331.96,1687.72,708.93,215.17,228.6,2,0.94,93,0.33,1.56,43.67,28.61,1.02,144
339.652,5,79,163,642.37,976.48,321.38,0.36,17753.3,20164.32,2636.073,694.99,1083.25,15,0.9,12907,0.54,1.92,77.06,73.78,1.02,142
250317.8481,1,15,31,114.1,231.25,0,0.25,656.34,515.492,32.223,212.1,290.2,8,0.95,1396,0.53,2,69.54,72.07,1.02,131
250317.8481,1,22,45,110.32,287.89,0,0.25,681.18,5352,33.443,278.33,324.28,14,0.95,1436,0.64,2,77.29,88.59,1.03,131
250317.8481,2,12,26,148.95,370.53,0,0.25,859.12,674.752,42.173,361.19,478.98,9,0.9,1783,0.65,2,83.39,106.1,1.04,131
250317.8481,2,14,30,35.38,83.4,0,0.25,312.84,245.712,15.363,77.86,85.55,8,0.92,440,0.6,2,52.92,80.44,1.03,131
250317.8481,1,4,9,73.99,337.07,0,0.25,684.05,537.252,33.583,348.77,429.43,3,0.92,923,0.25,2,109.24,117.76,1.02,131
250317.8481,2,33,68,150.48,323.15,0,0.25,1686.19,1324.332,82.773,221.12,405.02,23,0.92,1105,0.69,2,78.25,104.88,1.03,131
250317.8481,2,8,18,114.1,387.05,0,0.25,691.79,543.332,33.963,262.49,297,5,0.92,955,0.67,2,56.33,72.56,1.02,131
250317.8481,2,15,32,161.86,451.82,0,0.25,1234.81,969.812,60.613,334.18,369.42,7,0.94,851,0.42,2,67.95,90.08,1.02,131
250317.8481,1,22,45,109.06,465.94,0,0.25,908.38,713.442,44.593,385.19,466.91,10,0.94,1965,0.57,2,81.77,91.23,1.03,131
250317.8481,2,6,14,120.77,181.25,0,0.25,425.48,334.172,20.893,189.14,234.66,6,0.93,291,0.62,2,61.49,85.38,1.02,131
9699.572,14,33,80,633.12,869.16,1.85,1,9365.91,29423.92,7355.973,587.71,805.26,9,0.95,1591,0.47,2,66.66,61.38,1.01,125
805.42,7,67,141,433.79,746.87,317.3,0.7,14025.7,31942.72,6565.123,713.3,845.56,14,0.89,9884,0.47,1.88,69.81,48.32,1.03,142
250317.8481,1,13,27,66.78,421.55,0,0.25,755.08,593.042,37.063,304.84,347.3,12,0.95,1576,0.81,2,102.36,98.9,1.02,131
9276.612,4,34,72,555.64,961.55,0.23,1,7172.42,22532.82,5633.23,644.72,833.64,12,0.91,1322,0.53,2,57.28,68.27,1.02,125
366.472,7,47,101,509.57,486.79,316.11,0.47,8354.3,124312,2068.573,486.28,937,9,0.87,6384,0.45,1.89,73.5,65.6,1.04,142
250317.8481,1,16,33,155.94,707.92,0,0.25,1428.05,1121.592,70.13,387.07,559.48,14,0.95,3087,0.79,2,103.96,114.1,1.02,131
250317.8481,2,6,14,114.65,248.2,0,0.25,649.01,509.732,31.863,256.17,294.95,6,0.92,1333,0.57,2,79.3,91.26,1.04,131
250317.8481,1,34,69,438.13,588.23,0,0.25,2504.82,1967.282,122.963,463.04,870.66,18,0.95,5273,0.63,2,92.55,91.33,1.02,131
250317.8481,1,2,5,163.69,474.88,0,0.25,722.46,567.422,35.463,363.73,401.85,2,0.94,1501,0.5,2,45.43,75.18,1.02,131
250317.8481,2,25,52,92.75,156.83,0,0.25,748.73,588.052,36.753,103.98,131.98,11,0.93,1565,0.49,2,100.51,85.51,1.03,131
250317.8481,2,6,14,274.66,442.52,0,0.25,1218.04,956.642,59.793,304.12,345.14,5,0.94,862,0.43,2,77.17,83.78,1.02,131
250317.8481,1,2,5,39.45,334.42,0,0.25,406.21,319.042,19.943,348.91,391.69,2,0.9,516,0.5,2,0.37,99.09,1.03,131
250317.8481,2,95,192,400.48,493.45,0,0.25,3628.06,2849.472,178.093,483.2,728.74,30,0.94,7873,0.66,2,86.45,89.71,1.03,131
250317.8481,1,29,59,369.23,439.67,0,0.25,1672.01,1313.22,82.073,419.71,731.11,13,0.95,3528,0.52,2,89.71,89.97,1.02,131
250317.8481,1,8,17,168.91,666.18,0,0.25,1573.67,1235.962,77.253,409.78,581.15,4,0.95,3354,0.43,2,89.41,79.59,1.01,131
250317.8481,1,24,49,47.28,331.08,0,0.25,623.64,489.812,30.613,299.61,353.02,17,0.94,1335,0.69,2,85.81,80.59,1.03,131
250317.8481,2,3,8,37.39,262.31,0,0.25,460.64,361.792,22.613,277.55,317.23,3,0.9,300,0.33,2,37.81,70.61,1.02,131
6138.942,3,22,47,389.94,1063.97,3.02,1,4198.67,13190.52,3297.633,656.62,669.9,7,0.96,759,0.5,2,61.04,53.19,1.01,125
250317.8481,1,16,33,190.07,586.69,0,0.25,1173.4,921.592,57.63,353.94,465.24,12,0.92,778,0.7,2,104.84,105.39,1.03,131
250317.8481,2,2,6,113.22,138.21,0,0.25,290.72,228.332,14.273,98.07,115.52,2,0.92,381,0,2,74.97,119.29,1.02,131
443.572,7,96,199,716,716.41,170.29,0.35,19897.8,22227.32,2911.983,735.73,1578.94,15,0.91,16039,0.42,1.94,82.07,69,1.03,146
250317.8481,1,8,17,370.57,484.18,0,0.25,1150.23,903.392,56.463,516.04,577.88,7,0.95,2572,0.67,2,81.55,80.69,1.02,131
250317.8481,1,4,9,67.1,252.34,0,0.25,422.02,331.462,20.723,262.62,347.15,4,0.9,282,0.75,2,35.02,66.75,1.03,131
250317.8481,2,18,38,279.51,418.18,0,0.25,1630.39,1280.512,80.033,442.54,758.53,11,0.96,2668,0.52,2,83.57,82.51,1.02,131
250317.8481,1,45,91,217.44,305.99,0,0.25,1863.86,1463.882,91.493,250.97,398.64,13,0.95,4027,0.61,2,83.37,95.45,1.03,131
250317.8481,2,49,100,161,203.12,0,0.25,1176.24,923.822,57.743,149.04,354.09,25,0.94,2428,0.71,2,88.85,90.68,1.04,131
250317.8481,2,17,36,123.7,342.47,0,0.25,953.61,748.962,46.813,219.92,526.99,13,0.9,1733,0.8,2,52.65,82.14,1.03,131
250317.8481,2,7,16,217.65,268.39,0,0.25,820.58,644.482,40.283,238.64,270.87,4,0.93,1116,0.18,2,93.4,99.75,1.03,131
343.362,2,1,4,13.26,90.93,15.39,1.65,112.03,614.032,278.723,59.21,67.25,1,0.94,40,0,1.29,58.19,27.39,1.02,144
8372.792,7,21,49,397.37,903.59,0,1,5561.54,17472.12,4368.023,545.17,690.8,9,0.94,985,0.63,2,62.93,63.34,1.01,125
250317.8481,2,15,32,34.36,215.82,0,0.25,368.19,289.172,18.073,215.5,237.93,10,0.95,758,0.72,2,84.54,88.33,1.03,131
6967.242,4,8,20,819.46,810.06,0,1,3144.66,9879.232,2469.813,547.11,603.61,6,0.97,545,0.53,2,67.61,62.09,1.01,125
250317.8481,1,83,167,511.82,894.64,0,0.25,6982.83,5484.32,342.773,682.95,922.88,18,0.95,14973,0.7,2,92.84,95.89,1.02,131
9465.842,4,19,42,639.65,1010.77,0.49,1,5016.44,15759.62,3939.93,672.32,771.71,11,0.95,867,0.63,2,72.58,84.3,1.01,125
189.142,4,2,8,6.09,48.9,7.09,1.79,96.27,535.272,238.973,42.31,45.02,2,0.97,32,0.5,2.01,43.96,19.47,1.01,144
8928.412,5,30,65,449.74,968.88,0.31,1,6047.19,18997.82,4749.453,600.81,664.48,9,0.94,1075,0.49,2,82.86,78.72,1.01,125
9208.472,3,7,17,420.47,773.69,0,1,2363.79,7426.072,1856.523,532.56,565.9,3,0.94,428,0.43,2,54.42,56.02,1.01,125
250317.8481,2,1,4,61.58,330.01,0,0.25,503.62,395.542,24.723,335.52,381.03,2,0.9,1017,0.5,2,112.85,82.11,1.02,131
250317.8481,1,9,19,395.16,1185.22,0,0.25,2051.11,1610.932,100.683,1106.53,1484.52,9,0.93,4370,0.89,2,98.64,101.11,1.03,131
250317.8481,1,2,5,10.83,199.12,0,0.25,291.63,229.052,14.323,212.92,233.83,2,0.92,405,0.5,2,22.55,5.97,1.02,131
1318.852,7,62,131,360.78,935.48,110.6,0.64,13702,27529.82,5760.63,800.88,860.61,17,0.89,11632,0.52,1.76,63.24,45.25,1.04,146
250317.8481,2,1,4,55.98,365.88,0,0.25,463.72,364.22,22.763,259.88,306.89,2,0.9,951,0.5,2,158.4,176.45,1.04,131
11686.62,4,50,104,769.42,1044.27,7.73,1,9513.54,29887.72,7471.923,658.75,858.47,17,0.95,1733,0.59,2,69.32,78.5,1.01,125
250317.8481,2,8,18,159.35,369.66,0,0.25,805.33,632.512,39.533,246.87,292.18,6,0.9,1703,0.69,2,68.36,58.16,1.03,131
250317.8481,2,10,22,88.45,330.23,0,0.25,813.26,638.732,39.923,250.16,291.73,7,0.91,566,0.63,2,58.93,90.14,1.03,131
250317.8481,2,7,16,17.21,192.04,0,0.25,288.6,226.672,14.173,179.66,194.64,6,0.96,598,0.53,2,99.22,98.57,1.03,131
448.482,6,210,426,119.57,252.08,234.41,0.29,10221,9299.292,785.613,378.91,638.35,31,0.82,8524,0.6,2,93.36,94.57,1.06,146
250317.8481,2,5,12,102.03,496.66,0,0.25,660.04,518.392,32.43,281.39,354.64,4,0.91,896,0.53,2,53.18,87.02,1.03,131
250317.8481,1,11,23,106.14,230.54,0,0.25,706.68,555.032,34.693,191.81,221.44,6,0.91,960,0.49,2,69.63,66.91,1.03,131
5547.052,3,26,55,602.84,1009.66,1.25,1,5029.5,15800.62,3950.163,764.98,1116.73,16,0.95,958,0.69,2,63.91,66.28,1.01,125
4112,9,74,157,359.88,874.65,308.83,0.52,15776,26032.62,3830.343,749.22,894.42,13,0.9,11670,0.46,1.91,76.15,47.39,1.02,142
331.882,6,38,82,286.53,572.54,235.19,0.56,8278.3,14782.52,2268.633,510.29,677.13,12,0.88,5637,0.48,1.83,73.52,61.94,1.03,142
250317.8481,2,30,62,42.04,187.03,0,0.25,518.81,407.472,25.473,204.9,233.5,25,0.94,1065,0.77,2,76.9,101,1.03,131
250317.8481,1,5,11,181.4,435.03,0,0.25,805.93,632.982,39.563,374.66,419.6,3,0.91,555,0.4,2,31.12,60.04,1.02,131
250317.8481,2,3,8,36.13,309.03,0,0.25,376.17,295.442,18.463,308.75,346.32,3,0.93,541,0.25,2,83.61,121.62,1.03,131
202.282,3,5,13,29.1,127.07,12.67,2.18,260.92,1792.962,983.73,79.36,82.75,3,0.97,72,0.27,2.05,49.22,30.28,1.01,144
250317.8481,1,3,7,78.39,284.93,0,0.25,478.8,376.052,23.53,205.74,234.38,3,0.95,986,0.67,2,86.12,79.77,1.02,131
250317.8481,2,20,42,126.51,453.6,0,0.25,880.76,691.742,43.233,244.65,288.43,13,0.95,1857,0.5,2,93.82,101.05,1.03,131
250317.8481,1,6,13,142.64,287.77,0,0.25,677.74,532.32,33.273,314.48,416.91,5,0.93,478,0.58,2,43.74,44.43,1.03,131
250317.8481,1,7,15,270.3,489.87,0,0.25,1424.68,1118.942,69.933,364.47,451.77,5,0.93,3002,0.62,2,37.21,75.58,1.02,131
250317.8481,2,5,12,24.61,187.1,0,0.25,324.52,254.882,15.933,144.12,160.18,6,0.93,712,0.83,2,42.3,62.63,1.02,131
250317.8481,2,8,18,92.37,344.85,0,0.25,584.74,459.262,28.73,291.11,334.1,6,0.94,1156,0.52,2,111.27,106.37,1.03,131
28093.82,8,57,122,579.59,840.16,3.27,1,11716.5,36811.92,9203.983,600.7,815.08,13,0.93,2133,0.59,2,66.82,65.06,1.02,125
250317.8481,2,9,20,110.49,511.29,0,0.25,820.16,644.152,40.263,437.19,480.18,6,0.9,1128,0.58,2,53.85,103.31,1.03,131
250317.8481,1,7,15,236.62,347.85,0,0.25,1319.96,1036.72,64.793,359.24,448.82,4,0.93,920,0.31,2,38.21,65.52,1.02,131
444.32,4,127,258,1934.8,1612.96,330.27,0.35,41706.7,46194.22,6438.173,1456.55,2401.79,13,0.88,30935,0.45,1.9,78.73,58.08,1.03,142
250317.8481,2,19,40,74.04,230.86,0,0.25,731.79,574.742,35.923,161.2,187.36,12,0.93,512,0.62,2,56.81,78.47,1.02,131
250317.8481,1,30,61,241.25,446.72,0,0.25,1597.74,1254.862,78.433,430.38,740.53,19,0.94,3410,0.67,2,93.91,101.93,1.03,131
250317.8481,1,6,13,23.11,222.62,0,0.25,322.78,253.512,15.843,161.18,174.42,5,0.96,675,0.6,2,76.19,72.42,1.03,131
8145.722,5,10,25,587.84,910.11,0,1,3450.03,10838.62,2709.643,546.39,669.13,4,0.93,609,0.55,2,45.21,56.12,1.01,125
250317.8481,2,18,38,174.05,322.4,0,0.25,1258.34,988.32,61.773,226.5,411.23,8,0.89,2709,0.62,2,33.77,62.25,1.03,131
6615.862,6,22,50,674.72,676.04,0.73,1,5056.55,15885.62,3971.413,583.52,726.68,6,0.95,896,0.52,2,63.16,62.13,1.01,125
250317.8481,1,17,35,69.69,220.75,0,0.25,505.06,396.672,24.793,187.67,235.03,13,0.95,1017,0.63,2,113.64,104.35,1.03,131
250317.8481,2,0,2,39.74,457.22,0,0.25,529.05,415.512,25.973,413.85,462,1,0.91,696,0,2,149.56,160.44,1.02,131
197.052,3,3,9,17.48,48.77,7.47,1.92,96.13,586.932,291.453,42.02,56.66,3,0.9,59,0.67,1.6,92.7,61.11,1.05,144
250317.8481,2,4,10,56.05,235.05,0,0.25,352.07,276.522,17.283,245.16,292.13,5,0.94,459,0.8,2,46.23,61.08,1.02,131
250317.8481,2,0,2,21.72,177.37,0,0.25,213.07,167.342,10.463,136.4,153.81,1,0.9,452,0,2,173.24,157.5,1.02,131
250317.8481,2,9,20,122.82,201.69,0,0.25,714.66,561.292,35.083,174.37,206.29,5,0.91,1505,0.43,2,30.88,68.7,1.03,131
1334.552,6,57,120,441.59,1138.5,119.37,0.59,12890.7,22752.52,4033.073,1093.58,1189.48,18,0.9,9181,0.72,1.85,79.32,62.86,1.02,146
330812,5,13,31,653.43,826.77,0,1,3643.41,11446.12,2861.533,692.23,919.64,6,0.95,635,0.52,2,64.31,67.73,1.01,125
250317.8481,1,15,31,244.27,486.67,0,0.25,1038.58,815.72,50.983,362.4,398.9,12,0.94,2240,0.82,2,66.02,64.29,1.03,131
250317.8481,1,14,29,82.33,173.33,0,0.25,570.51,448.082,283,183.62,207.59,9,0.91,779,0.58,2,55.43,75.26,1.04,131
250317.8481,1,2,5,21.22,189.59,0,0.25,281.25,220.892,13.813,202.36,222.51,2,0.9,192,0.5,2,18.05,41.1,1.03,131
250317.8481,2,2,6,90.07,248.75,0,0.25,435.08,341.712,21.363,190.38,212.19,2,0.93,570,0,2,119.61,122.11,1.03,131
250317.8481,2,1,4,39.81,176.5,0,0.25,230.6,181.122,11.323,133.98,147.59,2,0.91,312,0.5,2,84.71,123.13,1.02,131
20282.52,3,15,33,407.32,1072.66,0,1,3391.61,10655.12,2663.763,709.07,776.18,7,0.95,580,0.52,2,55.85,74.77,1.01,125
250317.8481,2,15,32,175.79,1041.05,0,0.25,1885.3,1480.712,92.543,581.21,682.36,9,0.96,3939,0.66,2,94.63,91.79,1.02,131
250317.8481,1,8,17,152.4,243.31,0,0.25,739.88,581.12,36.323,177.13,219.03,5,0.93,1593,0.49,2,67.29,83.48,1.03,131
153.642,4,2,8,9.32,135.51,24.73,1.62,196.56,954.972,385.263,118.36,127.67,1,0.88,69,0,1.58,49.67,25.14,1.05,144
250317.8481,2,18,38,209.51,757.2,0,0.25,1691.85,1328.782,83.053,737.64,839.3,16,0.94,3542,0.74,2,100.59,100.27,1.02,131
250317.8481,1,33,67,252.76,466.6,0,0.25,1765.69,1386.772,86.673,344.42,459.6,13,0.94,3856,0.69,2,78.53,90.08,1.03,131
250317.8481,2,12,26,52.85,148.16,0,0.25,460.01,361.292,22.583,108,118.76,6,0.94,955,0.46,2,56.87,62.34,1.03,131
250317.8481,2,12,26,133.04,187.47,0,0.25,883.49,693.892,43.373,178.7,208.69,6,0.92,569,0.51,2,96.55,91.22,1.03,131
250317.8481,2,2,6,14.78,256.47,0,0.25,381.06,299.282,18.713,150.07,158.37,2,0.92,230,0,2,60.32,63.58,1.02,131
826.522,7,38,83,283.36,549.49,255.71,0.72,9199.25,21270.12,4993.253,464.22,646.73,12,0.79,5774,0.5,1.73,79.97,54.04,1.07,142
250317.8481,2,8,18,78.34,106.8,0,0.25,291.02,228.572,14.293,116.17,141.15,7,0.9,401,0.7,2,36.06,95.94,1.05,131
250317.8481,2,8,18,64.23,342.46,0,0.25,630.81,495.442,30.963,300.25,351.81,4,0.93,1362,0.25,2,57,77.32,1.03,131
250317.8481,2,17,36,102.24,139.11,0,0.25,670.42,526.542,32.913,142.41,233.18,12,0.95,440,0.71,2,87.41,106.93,1.02,131
250317.8481,2,13,28,82.15,547.26,0,0.25,1012.16,794.952,49.683,508.55,542,9,0.95,2248,0.45,2,73.47,73.04,1.03,131
499.782,6,51,108,436.36,791.86,301.9,0.5,12908,20575.62,2897.83,785.51,934.28,11,0.87,9694,0.44,1.86,79.82,50.77,1.04,142
250317.8481,1,8,17,139.81,724.2,0,0.25,1239.07,973.172,60.823,494,559.17,6,0.96,2616,0.49,2,85.12,92.42,1.02,131
7215.642,2,7,16,283.83,793.73,0,1,2341.71,7356.72,1839.173,550.41,683.18,3,0.92,412,0.19,2,70.08,69.07,1.02,125
250317.8481,1,7,15,68.91,151.76,0,0.25,344.52,270.592,16.913,142.39,193.36,7,0.92,458,0.86,2,59.82,100.94,1.02,131
14658.92,2,6,14,687.22,483.96,0.61,1,2302.54,7233.642,1808.413,609.37,702.38,3,0.97,396,0.2,2,67.37,76.55,1.01,125
250317.8481,2,9,20,69.16,206.11,0,0.25,508.46,399.342,24.963,209.5,236.4,7,0.93,329,0.61,2,104.13,117.28,1.03,131
630.852,9,122,253,914.3,1262.9,104.63,0.38,26435.9,31108.92,3977.953,872.89,2461.76,21,0.89,22325,0.45,1.95,80.72,69.59,1.03,146
6351.422,4,14,32,556.17,977.03,4.11,1,3778.12,11869.32,2967.333,605,912.53,9,0.95,656,0.75,2,61.73,75.59,1.01,125
250317.8481,2,88,178,374.2,312.68,0,0.25,3092.93,2429.182,151.823,359,572.67,30,0.94,6515,0.69,2,79.99,79.57,1.03,131
410.522,4,0,4,11.35,76.7,4.62,1.28,113.06,448.32,143.683,53.96,58.08,0,0.9,43,0,0,0,0,1.03,144
250317.8481,2,4,10,107.35,367.74,0,0.25,619.09,486.232,30.393,334.85,409.4,4,0.9,856,0.5,2,48.36,106.67,1.03,131
250317.8481,2,0,2,67.98,380.19,0,0.25,453.25,355.982,22.253,321.78,376.28,1,0.89,604,0,2,110.31,161.94,1.02,131
693.482,8,85,178,1559.5,601,151.63,0.4,18544.2,23692.62,3105.013,1360.51,1557.47,14,0.9,15940,0.54,2,81.94,62.98,1.03,146
250317.8481,2,9,20,97.73,470.24,0,0.25,1507.31,1183.842,73.993,405.06,471.47,6,0.92,3124,0.44,2,55.44,67.15,1.02,131
250317.8481,1,13,27,105.39,195.31,0,0.25,671.3,527.242,32.953,125.76,246.94,9,0.95,1391,0.61,2,87.57,93.84,1.03,131
13459.72,8,15,38,380.76,972.06,0.34,1,4324.73,13586.52,3396.633,646.61,699.48,7,0.95,748,0.53,2,53.14,46.67,1.01,125
250317.8481,2,8,18,147.65,539.24,0,0.25,955.46,750.422,46.93,404.46,452.88,6,0.92,2079,0.69,2,52.81,70.13,1.03,131
250317.8481,2,1,4,35.38,258.9,0,0.25,350.68,275.422,17.213,272.85,300.32,2,0.93,245,0.5,2,97.27,55.1,1.02,131
250317.8481,2,7,16,124.82,206.88,0,0.25,703.17,552.272,34.523,107.68,200.66,6,0.89,462,0.67,2,96.56,105.62,1.03,131
250317.8481,2,1,4,25.42,423.59,0,0.25,516.65,405.772,25.363,217.33,268.78,2,0.9,330,0.5,2,86.92,112.17,1.04,131
250317.8481,2,12,26,279.32,867.45,0,0.25,1799.11,1413.012,88.313,859.4,1022.11,11,0.94,3855,0.73,2,94.82,102.4,1.02,131
250317.8481,1,13,27,200.43,600.2,0,0.25,1750.66,1374.962,85.943,367.32,753.81,6,0.95,3726,0.33,2,96.56,100.59,1.02,131
250317.8481,2,6,14,97.86,292.74,0,0.25,537.18,421.92,26.373,227.84,255.64,6,0.94,1098,0.64,2,119.59,114.57,1.02,131
250317.8481,1,8,17,113.84,155.64,0,0.25,449.39,352.952,22.063,173.95,214.68,5,0.93,603,0.46,2,36.43,65.47,1.02,131
250317.8481,1,7,15,59.24,114.45,0,0.25,360.21,282.912,17.683,98.2,130.89,6,0.89,493,0.64,2,70.79,72.65,1.04,131
30261.52,5,3,11,589.58,816.67,0,1,2242.45,7044.872,1761.223,527.73,618.52,3,0.95,366,0.67,2,86.52,71.43,1.01,125
775.912,7,75,157,389.27,795.06,321.85,0.67,16331.4,343782,6530.053,704.17,832.55,13,0.86,11735,0.35,1.82,71.36,55.47,1.04,142
32649.92,2,2,6,523.77,838.33,0,1,2422.45,7610.362,1902.593,747.12,1044.05,2,0.86,423,0.5,2,36.17,75.25,1.01,125
250317.8481,2,6,14,65.28,286.47,0,0.25,448.87,352.542,22.033,213.64,235.56,4,0.95,612,0.38,2,92.22,106.57,1.02,131
250317.8481,2,7,16,26.51,237.35,0,0.25,338.9,266.182,16.643,166.89,182.1,6,0.95,695,0.67,2,90.68,82.04,1.03,131
250317.8481,2,5,12,27.94,201.41,0,0.25,270.86,212.742,13.33,160.91,184,5,0.89,193,0.6,2,52.33,102.53,1.05,131
250317.8481,2,5,12,127.86,464.58,0,0.25,904.82,710.642,44.423,310.29,418.01,5,0.93,1180,0.6,2,74.63,83.34,1.02,131
250317.8481,2,4,10,94.25,227.23,0,0.25,408.4,320.752,20.053,173.19,187.7,3,0.94,539,0.1,2,67.22,86.86,1.02,131
250317.8481,2,10,22,97.96,302.63,0,0.25,827.9,650.232,40.643,250.33,273.01,5,0.91,1744,0.58,2,36.66,85.66,1.03,131
250317.8481,2,10,22,71.53,213.26,0,0.25,531.32,417.32,26.083,200.56,223.3,5,0.92,344,0.43,2,66.73,97.11,1.02,131
250317.8481,1,11,23,121.65,249,0,0.25,760.08,596.972,37.313,154.23,234.36,6,0.95,1554,0.39,2,112.01,104.97,1.02,131
250317.8481,1,19,39,126.55,476.75,0,0.25,1462.15,1148.372,71.773,409.08,535.48,16,0.95,3088,0.76,2,87,93.56,1.03,131
250317.8481,2,11,24,128.35,187.98,0,0.25,673.98,529.342,33.083,164.9,203.09,8,0.96,1351,0.49,2,102.5,94.67,1.02,131
293.432,6,55,116,342.49,496.39,208.4,0.35,8421.12,9191.292,1022.273,458.48,604.56,10,0.84,7000,0.56,2,83.5,86.58,1.05,146
250317.8481,2,146,294,667.5,1175.37,0,0.25,8493.5,6670.782,416.923,743.74,1029.58,34,0.94,18303,0.6,2,88.35,91.57,1.03,131
250317.8481,1,3,7,73.32,402.85,0,0.25,899.4,706.392,44.153,427.23,463.4,3,0.94,1119,0.67,2,62.06,71.5,1.02,131
250317.8481,1,14,29,154.76,368.66,0,0.25,1052.97,8272,51.693,257.38,337.66,11,0.93,2154,0.67,2,96.89,95.08,1.03,131
250317.8481,2,9,20,73.71,487.68,0,0.25,779.99,612.62,38.293,406.1,509.57,10,0.95,1673,0.9,2,109.32,96.17,1.02,131
7699.292,2,3,8,270.13,945.97,0,1,1485.8,4667.782,1166.943,569.25,608.12,3,0.85,277,0.67,2,79.64,95.4,1.04,125
127.322,2,6,14,309.29,625.18,0,1,1697.88,5334.052,1333.513,440.95,508.37,4,0.94,299,0.31,2,108.85,128.02,1.01,125
35124.62,1,6,13,331.51,759.22,0,1,1954.28,6139.552,1534.893,581.08,620.7,4,0.96,349,0.32,2,56.8,80.43,1.01,125
118.872,6,5,16,11.94,110.27,3.75,1.22,194.6,758.622,254.123,98.56,103.07,4,0.92,114,0.6,1.31,73.88,61.87,1.03,144
250317.8481,1,11,23,201.5,157.24,0,0.25,503.59,395.522,24.723,163.27,206.25,8,0.93,1088,0.66,2,86.59,91.44,1.03,131
250317.8481,2,5,12,159.58,327.06,0,0.25,686.2,538.942,33.683,272.38,316.17,4,0.93,884,0.53,2,49.62,102.92,1.02,131
190.062,3,2,7,15.51,36.65,7.72,1.91,83.69,505.942,245.723,32.2,44.41,2,0.92,33,0.5,1.65,133.17,119.55,1.03,144
191.932,3,2,7,16.42,114.51,8.79,1.89,163.18,977.112,470.393,86.02,95.92,1,0.93,47,0,1.92,81.39,48.25,1.02,144
250317.8481,1,50,101,345.18,633.57,0,0.25,3629.1,2850.292,178.143,630.34,1138.18,27,0.93,7814,0.62,2,81.74,91.53,1.03,131
188.812,3,0,3,17.66,66.45,3.95,1.91,92.88,565.742,278.53,35.35,37.77,0,0.91,42,0,0,0,0,1.03,144
250317.8481,1,11,23,55.29,290.84,0,0.25,533.13,418.722,26.173,302.65,352.49,10,0.93,370,0.78,2,68.2,84.82,1.03,131
250317.8481,1,281,563,364.76,373.49,0,0.25,6173.62,4848.752,303.053,374.23,538.32,52,0.94,13161,0.65,2,86.17,89.22,1.03,131
250317.8481,1,6,13,90.67,293.53,0,0.25,482.5,378.952,23.683,206.57,226.64,4,0.93,695,0.53,2,41.48,76.56,1.03,131
3027.542,9,36,81,617.53,1506.57,134.73,1.46,10416.3,480532,24034.73,985.5,1050.54,16,0.96,867,0.7,1.29,59.36,52.51,1.01,143
250317.8481,1,21,43,127.6,392.41,0,0.25,1104.6,867.552,54.223,309.77,417.67,11,0.94,2251,0.57,2,86.18,79.31,1.02,131
250317.8481,2,4,10,168.53,308.92,0,0.25,810.59,636.642,39.793,269.94,302.6,3,0.92,1099,0.4,2,46.27,84.59,1.02,131
250317.8481,2,10,22,141.16,419.84,0,0.25,866.21,680.322,42.523,420.63,472.23,9,0.96,1830,0.68,2,81.85,92.58,1.02,131
250317.8481,2,192,386,642.76,651.5,0,0.25,11327.7,8896.782,556.053,526.03,1149.79,43,0.94,23730,0.61,2,85.44,87.88,1.03,131
250317.8481,2,7,16,43.42,108.23,0,0.25,321.18,252.252,15.773,102.97,118.93,6,0.94,220,0.51,2,53.4,79.24,1.02,131
250317.8481,1,9,19,225.28,448.7,0,0.25,950.41,746.452,46.653,319.86,370.28,6,0.94,1926,0.44,2,95.11,96.11,1.03,131
250317.8481,1,2,5,37.04,298.63,0,0.25,404.84,317.962,19.873,244.43,264.62,2,0.95,830,0.5,2,88.31,99.92,1.02,131
250317.8481,1,159,319,320.7,454.4,0,0.25,4607.85,3618.992,226.193,386.81,943.77,34,0.95,9791,0.67,2,85.6,93.2,1.03,131
17405.22,3,5,13,616.25,870.13,0,1,2603.9,8180.392,2045.13,564.56,709.66,3,0.93,439,0.4,2,77.43,55.71,1.01,125
250317.8481,2,3,8,65.24,383.92,0,0.25,591.54,464.592,29.043,226.74,274.07,3,0.92,390,0.33,2,108.25,87.16,1.02,131
250317.8481,2,5,12,194.91,427.4,0,0.25,755.99,593.752,37.113,262.4,303.8,3,0.93,1022,0.2,2,45.22,67.82,1.02,131
